entry_id,config_id,config_prob,entry_prob,entry_drh
1,769975,0.0006624243229045,0.8870428397147304,Late Shang Religion
1,704439,2.8484226603003624e-05,0.0381428162876307,Late Shang Religion
1,769971,5.3997593078257984e-05,0.0723073967028844,Late Shang Religion
1,704435,1.87213377971586e-06,0.0025069472947543,Late Shang Religion
2,835460,1.627080084869111e-07,0.0014088434898496,Johannine Christianity
2,311172,2.430992979357189e-07,0.0021049293545456,Johannine Christianity
2,827268,8.176256516843741e-08,0.0007079593605881,Johannine Christianity
2,302980,2.7487319909692935e-07,0.0023800507466293,Johannine Christianity
2,831364,1.6714192690622763e-06,0.014472355589166,Johannine Christianity
2,307076,2.177220983608772e-06,0.0188519522624972,Johannine Christianity
2,823172,9.87636485902459e-07,0.0085516702370159,Johannine Christianity
2,298884,2.894791879776642e-06,0.0250651995081175,Johannine Christianity
2,833412,1.0234572386449465e-07,0.0008861832193837,Johannine Christianity
2,309124,1.795280725482984e-07,0.0015544837565587,Johannine Christianity
2,825220,2.477340375438452e-07,0.0021450602785534,Johannine Christianity
2,300932,9.778032142357257e-07,0.0084665266666383,Johannine Christianity
2,829316,6.9536746359249045e-06,0.060209938849712,Johannine Christianity
2,305028,1.0634556030994372e-05,0.0920816693107817,Johannine Christianity
2,821124,1.979231010812669e-05,0.1713761203534279,Johannine Christianity
2,296836,6.810901478370273e-05,0.5897370570165344,Johannine Christianity
3,370564,0.0007154870947232,1.0,Matthew-James-Didache Movement
4,495495,0.000415346421261,0.044167039216045,Qumran Movement
4,429959,1.247827272303149e-05,0.0013269125060314,Qumran Movement
4,462727,1.2480476470109606e-05,0.0013271468477246,Qumran Movement
4,397191,2.79402541597298e-06,0.0002971106136974,Qumran Movement
4,493447,0.0018140057039761,0.1928974392566063,Qumran Movement
4,427911,0.0001035248536581,0.0110086088077367,Qumran Movement
4,460679,3.1919005623461485e-05,0.0033941979536707,Qumran Movement
4,395143,1.3574083496914472e-05,0.0014434386513068,Qumran Movement
4,495494,0.0008556054832969,0.0909832347164791,Qumran Movement
4,429958,1.3309356751873605e-05,0.0014152881823699,Qumran Movement
